,Administrador,Usuario,mini juego,color presionado,dificultad,Juego,botón correcto,tiempo de interacción,número de interacción,auto push,tiempo de lección,tiempo de sesión
1382,2,0,5,0,2,1,1,10.15331,6.0,0.0,0.0,0.0
1383,2,0,5,3,2,1,1,3.447715,7.0,0.0,0.0,0.0
1384,2,0,5,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1385,2,0,6,1,2,1,1,4.358905,1.0,0.0,0.0,0.0
1386,2,0,6,1,2,1,0,0.0,2.0,0.0,0.0,0.0
1387,2,0,6,0,2,1,1,6.434157,3.0,0.0,0.0,0.0
1388,2,0,6,2,2,1,0,0.0,4.0,0.0,0.0,0.0
1389,2,0,6,0,2,1,0,0.0,5.0,0.0,0.0,0.0
1390,2,0,6,1,2,1,1,5.134359,6.0,0.0,0.0,0.0
1391,2,0,6,0,2,1,1,5.116787,7.0,0.0,0.0,0.0
1392,2,0,6,0,2,1,0,0.0,8.0,0.0,0.0,0.0
1393,2,0,6,1,2,1,1,5.116521,9.0,0.0,0.0,0.0
1394,2,0,6,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1395,2,0,7,1,2,1,1,4.801771,1.0,0.0,0.0,0.0
1396,2,0,7,3,2,1,1,8.01719,2.0,0.0,0.0,0.0
1397,2,0,7,3,2,1,1,4.800256,3.0,0.0,0.0,0.0
1398,2,0,7,1,2,1,1,7.400052,4.0,0.0,0.0,0.0
1399,2,0,7,1,2,1,1,4.700177,5.0,0.0,0.0,0.0
1400,2,0,7,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1401,2,0,9,4,3,1,2,0.0,0.0,0.0,0.0,0.0
1402,2,0,8,2,0,0,0,2.561922,1.0,0.0,0.0,0.0
1403,2,0,8,3,0,0,1,3.478392,2.0,0.0,0.0,0.0
1404,2,0,8,1,0,0,1,4.350379,3.0,0.0,0.0,0.0
1405,2,0,8,1,0,0,0,1.650289,4.0,0.0,0.0,0.0
1406,2,0,8,2,0,0,1,6.416484,5.0,0.0,0.0,0.0
1407,2,0,8,0,0,0,1,3.233238,6.0,0.0,0.0,0.0
1408,2,0,8,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1409,2,0,0,1,0,0,1,5.738178,1.0,0.0,0.0,0.0
1410,2,0,0,0,0,0,0,0.2989748,2.0,0.0,0.0,0.0
1411,2,0,0,0,0,0,1,4.182525,3.0,0.0,0.0,0.0
1412,2,0,0,2,0,0,1,2.083092,4.0,0.0,0.0,0.0
1413,2,0,0,1,0,0,1,2.116391,5.0,0.0,0.0,0.0
1414,2,0,0,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1415,2,0,2,3,0,0,0,2.356724,1.0,0.0,0.0,0.0
1416,2,0,2,3,0,0,1,4.373313,2.0,0.0,0.0,0.0
1417,2,0,2,2,0,0,0,2.550057,3.0,0.0,0.0,0.0
1418,2,0,2,2,0,0,1,3.85098,4.0,0.0,0.0,0.0
1419,2,0,2,0,0,0,0,3.583047,5.0,0.0,0.0,0.0
1420,2,0,2,0,0,0,1,4.249798,6.0,0.0,0.0,0.0
1421,2,0,2,1,0,0,0,2.717005,7.0,0.0,0.0,0.0
1422,2,0,2,1,0,0,1,3.200263,8.0,0.0,0.0,0.0
1423,2,0,2,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1424,2,0,3,1,0,0,1,4.933843,1.0,0.0,0.0,0.0
1425,2,0,3,3,0,0,1,5.900364,2.0,0.0,0.0,0.0
1426,2,0,3,3,0,0,0,2.433567,3.0,0.0,0.0,0.0
1427,2,0,3,0,0,0,1,5.350307,4.0,0.0,0.0,0.0
1428,2,0,3,2,0,0,1,2.416831,5.0,0.0,0.0,0.0
1429,2,0,3,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1430,2,0,1,1,0,0,0,4.26717,1.0,0.0,0.0,0.0
1431,2,0,1,1,0,0,0,8.91727,2.0,0.0,0.0,0.0
1432,2,0,1,1,0,0,1,12.88407,3.0,0.0,0.0,0.0
1433,2,0,1,3,0,0,1,8.000571,4.0,0.0,0.0,0.0
1434,2,0,1,2,0,0,0,1.683774,5.0,0.0,0.0,0.0
1435,2,0,1,2,0,0,1,2.867144,6.0,0.0,0.0,0.0
1436,2,0,1,1,0,0,0,3.850239,7.0,0.0,0.0,0.0
1437,2,0,1,1,0,0,0,5.85108,8.0,0.0,0.0,0.0
1438,2,0,1,1,0,0,0,17.03438,9.0,0.0,0.0,0.0
1439,2,0,1,1,0,0,0,4.4,10.0,0.0,0.0,0.0
1440,2,0,1,1,0,0,0,4.4,11.0,0.0,0.0,0.0
1441,2,0,1,1,0,0,0,4.4,12.0,0.0,0.0,0.0
1442,2,0,1,1,0,0,1,4.4,13.0,0.0,0.0,0.0
1443,2,0,1,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1444,2,0,0,1,1,0,1,0.3669602,1.0,0.0,0.0,0.0
1445,2,0,0,0,1,0,1,3.083453,2.0,0.0,0.0,0.0
1446,2,0,0,2,1,0,1,1.649044,3.0,0.0,0.0,0.0
1447,2,0,0,1,1,0,1,1.983314,4.0,0.0,0.0,0.0
1448,2,0,0,3,1,0,1,1.416681,5.0,0.0,0.0,0.0
1449,2,0,0,4,1,0,2,0.0,0.0,0.0,0.0,0.0
1450,2,0,2,3,1,0,1,5.446311,1.0,0.0,0.0,0.0
1451,2,0,2,2,1,0,0,3.598694,2.0,0.0,0.0,0.0
1452,2,0,2,2,1,0,1,5.215324,3.0,0.0,0.0,0.0
1453,2,0,2,0,1,0,0,4.066994,4.0,0.0,0.0,0.0
1454,2,0,2,0,1,0,1,4.516838,5.0,0.0,0.0,0.0
1455,2,0,2,1,1,0,0,0.3167847,6.0,0.0,0.0,0.0
1456,2,0,2,1,1,0,0,1.50015,7.0,0.0,0.0,0.0
1457,2,0,2,1,1,0,0,2.683433,8.0,0.0,0.0,0.0
1458,2,0,2,1,1,0,1,4.151068,9.0,0.0,0.0,0.0
1459,2,0,2,0,1,0,0,2.900087,10.0,0.0,0.0,0.0
1460,2,0,2,0,1,0,1,4.233636,11.0,0.0,0.0,0.0
1461,2,0,2,4,1,0,2,0.0,0.0,0.0,0.0,0.0
1462,2,0,3,1,1,0,1,7.216782,1.0,0.0,0.0,0.0
1463,2,0,3,3,1,0,1,1.432828,2.0,0.0,0.0,0.0
1464,2,0,3,0,1,0,1,2.250282,3.0,0.0,0.0,0.0
1465,2,0,3,2,1,0,1,2.117688,4.0,0.0,0.0,0.0
1466,2,0,3,0,1,0,1,1.950155,5.0,0.0,0.0,0.0
1467,2,0,3,4,1,0,2,0.0,0.0,0.0,0.0,0.0
1468,2,0,1,1,1,0,1,2.499603,1.0,0.0,0.0,0.0
1469,2,0,1,0,1,0,0,4.350543,2.0,0.0,0.0,0.0
1470,2,0,1,0,1,0,1,5.216969,3.0,0.0,0.0,0.0
1471,2,0,1,2,1,0,0,0.7831214,4.0,0.0,0.0,0.0
1472,2,0,1,2,1,0,1,4.216961,5.0,0.0,0.0,0.0
1473,2,0,1,1,1,0,1,4.766862,6.0,0.0,0.0,0.0
1474,2,0,1,3,1,0,0,1.116934,7.0,0.0,0.0,0.0
1475,2,0,1,3,1,0,0,2.333693,8.0,0.0,0.0,0.0
1476,2,0,1,3,1,0,0,2.816644,9.0,0.0,0.0,0.0
1477,2,0,1,3,1,0,0,4.433313,10.0,0.0,0.0,0.0
1478,2,0,1,3,1,0,1,2.716871,11.0,0.0,0.0,0.0
1479,2,0,1,4,1,0,2,0.0,0.0,0.0,0.0,0.0
1480,2,0,0,4,2,0,2,0.0,0.0,0.0,0.0,0.0
1481,2,0,9,4,2,0,2,0.0,0.0,0.0,0.0,0.0
1482,2,0,10,4,2,0,2,0.0,0.0,0.0,0.0,0.0
1483,3,22,0,1,0,0,0,0.5000017,1.0,0.0,0.0,0.0
1484,3,22,0,1,0,0,1,4.167346,2.0,0.0,0.0,0.0
1485,3,22,0,0,0,0,0,2.766779,3.0,0.0,0.0,0.0
1486,3,22,0,0,0,0,1,3.000311,4.0,0.0,0.0,0.0
1487,3,22,0,2,0,0,0,0.6001178,5.0,0.0,0.0,0.0
1488,3,22,0,2,0,0,1,1.83359,6.0,0.0,0.0,0.0
1489,3,22,0,1,0,0,0,2.616601,7.0,0.0,0.0,0.0
1490,3,22,0,1,0,0,1,4.149822,8.0,0.0,0.0,0.0
1491,3,22,0,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1492,3,22,9,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1493,3,22,2,1,0,0,0,0.3427875,1.0,0.0,0.0,0.0
1494,3,22,2,1,0,0,1,5.376522,2.0,0.0,0.0,0.0
1495,3,22,2,2,0,0,1,4.083439,3.0,0.0,0.0,0.0
1496,3,22,2,0,0,0,1,2.833801,4.0,0.0,0.0,0.0
1497,3,22,2,2,0,0,0,2.73352,5.0,0.0,0.0,0.0
1498,3,22,2,2,0,0,1,12.48398,6.0,0.0,0.0,0.0
1499,3,22,2,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1500,3,22,9,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1501,3,22,8,3,0,0,1,16.3634,1.0,0.0,0.0,0.0
1502,3,22,8,1,0,0,1,4.633397,2.0,0.0,0.0,0.0
1503,3,22,8,2,0,0,0,4.800435,3.0,0.0,0.0,0.0
1504,3,22,8,2,0,0,1,8.34977,4.0,0.0,0.0,0.0
1505,3,22,8,0,0,0,1,5.417321,5.0,0.0,0.0,0.0
1506,3,22,8,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1507,3,22,0,1,0,0,1,4.217205,1.0,0.0,0.0,0.0
1508,3,22,0,0,0,0,1,2.883648,2.0,0.0,0.0,0.0
1509,3,22,0,1,0,0,1,3.066288,3.0,0.0,0.0,0.0
1510,3,22,0,2,0,0,0,3.000235,4.0,0.0,0.0,0.0
1511,3,22,0,2,0,0,1,3.466775,5.0,0.0,0.0,0.0
1512,3,22,0,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1513,3,22,2,1,0,0,1,6.382799,1.0,0.0,0.0,0.0
1514,3,22,2,3,0,0,1,3.200341,2.0,0.0,0.0,0.0
1515,3,22,2,0,0,0,1,3.084024,3.0,0.0,0.0,0.0
1516,3,22,2,1,0,0,1,4.21781,4.0,0.0,0.0,0.0
1517,3,22,2,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1518,3,22,3,0,0,0,1,5.900413,1.0,0.0,0.0,0.0
1519,3,22,3,1,0,0,1,2.350033,2.0,0.0,0.0,0.0
1520,3,22,3,1,0,0,1,3.499952,3.0,0.0,0.0,0.0
1521,3,22,3,1,0,0,1,1.915993,4.0,0.0,0.0,0.0
1522,3,22,3,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1523,3,22,1,1,0,0,1,5.600339,1.0,0.0,0.0,0.0
1524,3,22,1,0,0,0,1,3.76688,2.0,0.0,0.0,0.0
1525,3,22,1,0,0,0,1,3.033377,3.0,0.0,0.0,0.0
1526,3,22,1,0,0,0,1,3.800713,4.0,0.0,0.0,0.0
1527,3,22,1,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1528,3,22,0,0,1,0,1,0.2543638,1.0,0.0,0.0,0.0
1529,3,22,0,2,1,0,0,0.4992315,2.0,0.0,0.0,0.0
1530,3,22,0,2,1,0,0,0.6331371,3.0,0.0,0.0,0.0
1531,3,22,0,2,1,0,0,1.083187,4.0,0.0,0.0,0.0
1532,3,22,0,4,1,0,2,0.0,0.0,0.0,0.0,0.0
1533,3,22,9,4,1,0,2,0.0,0.0,0.0,0.0,0.0
1534,3,22,10,4,1,0,2,0.0,0.0,0.0,0.0,0.0
1535,3,22,4,0,2,1,0,0.0,1.0,0.0,0.0,0.0
1536,3,22,4,0,2,1,1,14.2355,2.0,0.0,0.0,0.0
1537,3,22,4,2,2,1,0,10.53397,3.0,0.0,0.0,0.0
1538,3,22,4,2,2,1,1,11.35008,4.0,0.0,0.0,0.0
1539,3,22,4,1,2,1,1,10.30104,5.0,0.0,0.0,0.0
1540,3,22,4,3,2,1,1,7.700008,6.0,0.0,0.0,0.0
1541,3,22,4,0,2,1,0,18.55107,7.0,0.0,0.0,0.0
1542,3,22,4,0,2,1,0,4.4,8.0,0.0,0.0,0.0
1543,3,22,4,0,2,1,0,4.4,9.0,0.0,0.0,0.0
1544,3,22,4,0,2,1,0,4.4,10.0,0.0,0.0,0.0
1545,3,22,4,0,2,1,0,4.4,11.0,0.0,0.0,0.0
1546,3,22,4,0,2,1,1,4.4,12.0,0.0,0.0,0.0
1547,3,22,4,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1548,3,22,5,3,2,1,1,10.88305,1.0,0.0,0.0,0.0
1549,3,22,5,2,2,1,1,5.534311,2.0,0.0,0.0,0.0
1550,3,22,5,0,2,1,1,3.951306,3.0,0.0,0.0,0.0
1551,3,22,5,1,2,1,1,2.681223,4.0,0.0,0.0,0.0
1552,3,22,5,3,2,1,1,5.267248,5.0,0.0,0.0,0.0
1553,3,22,5,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1554,3,22,6,0,2,1,1,1.925315,1.0,0.0,0.0,0.0
1555,3,22,6,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1556,3,22,9,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1557,10,13,4,3,0,1,1,14.82223,1.0,0.0,0.0,0.0
1558,10,13,4,1,0,1,1,6.700187,2.0,0.0,0.0,0.0
1559,10,13,4,2,0,1,1,9.86719,3.0,0.0,0.0,0.0
1560,10,13,4,0,0,1,1,4.434191,4.0,0.0,0.0,0.0
1561,10,13,4,4,0,1,2,0.0,0.0,0.0,0.0,0.0
1562,10,13,5,3,0,1,1,9.728914,1.0,0.0,0.0,0.0
1563,10,13,5,3,0,1,0,16.45128,2.0,0.0,0.0,0.0
1564,10,13,5,1,0,1,1,9.712988,3.0,0.0,0.0,0.0
1565,10,13,5,0,0,1,0,0.0548976,4.0,0.0,0.0,0.0
1566,10,13,5,1,0,1,0,17.53403,5.0,0.0,0.0,0.0
1567,10,13,5,2,0,1,1,12.08008,6.0,0.0,0.0,0.0
1568,10,13,5,0,0,1,1,15.49349,7.0,0.0,0.0,0.0
1569,10,13,5,4,0,1,2,0.0,0.0,0.0,0.0,0.0
1570,10,13,6,1,0,1,0,0.0,1.0,0.0,0.0,0.0
1571,10,13,6,3,0,1,1,10.66782,2.0,0.0,0.0,0.0
1572,10,13,6,1,0,1,1,2.716823,3.0,0.0,0.0,0.0
1573,10,13,6,2,0,1,1,0.1172058,4.0,0.0,0.0,0.0
1574,10,13,6,3,0,1,0,0.0,5.0,0.0,0.0,0.0
1575,10,13,6,0,0,1,1,18.51723,6.0,0.0,0.0,0.0
1576,10,13,6,4,0,1,2,0.0,0.0,0.0,0.0,0.0
1577,10,13,7,2,0,1,0,12.3719,1.0,0.0,0.0,0.0
1578,10,13,7,1,0,1,0,12.38862,2.0,0.0,0.0,0.0
1579,10,13,7,1,0,1,0,18.13815,3.0,0.0,0.0,0.0
1580,10,13,7,3,0,1,1,4.4,4.0,0.0,0.0,0.0
1581,10,13,7,0,0,1,0,16.10076,5.0,0.0,0.0,0.0
1582,10,13,7,1,0,1,1,17.31779,6.0,0.0,0.0,0.0
1583,10,13,7,2,0,1,1,5.000129,7.0,0.0,0.0,0.0
1584,10,13,7,0,0,1,1,18.61714,8.0,0.0,0.0,0.0
1585,10,13,7,4,0,1,2,0.0,0.0,0.0,0.0,0.0
1586,10,13,4,3,1,1,1,11.39668,1.0,0.0,0.0,0.0
1587,10,13,4,2,1,1,1,14.65079,2.0,0.0,0.0,0.0
1588,10,13,4,0,1,1,1,9.733884,3.0,0.0,0.0,0.0
1589,10,13,4,1,1,1,1,18.00138,4.0,0.0,0.0,0.0
1590,10,13,4,4,1,1,2,0.0,0.0,0.0,0.0,0.0
1591,10,13,5,2,1,1,1,15.21403,1.0,0.0,0.0,0.0
1592,10,13,5,0,1,1,1,2.198471,2.0,0.0,0.0,0.0
1593,10,13,5,1,1,1,1,18.91613,3.0,0.0,0.0,0.0
1594,10,13,5,3,1,1,1,6.045187,4.0,0.0,0.0,0.0
1595,10,13,5,4,1,1,2,0.0,0.0,0.0,0.0,0.0
1596,10,13,6,2,1,1,0,0.0,1.0,0.0,0.0,0.0
1597,10,13,6,1,1,1,1,20.2875,2.0,0.0,0.0,0.0
1598,10,13,6,2,1,1,1,4.350249,3.0,0.0,0.0,0.0
1599,10,13,6,0,1,1,1,14.76754,4.0,0.0,0.0,0.0
1600,10,13,6,3,1,1,1,20.23485,5.0,0.0,0.0,0.0
1601,10,13,6,4,1,1,2,0.0,0.0,0.0,0.0,0.0
1602,10,13,7,0,1,1,1,4.435594,1.0,0.0,0.0,0.0
1603,10,13,7,2,1,1,0,2.26677,2.0,0.0,0.0,0.0
1604,10,13,7,0,1,1,0,3.316815,3.0,0.0,0.0,0.0
1605,10,13,7,1,1,1,1,6.000438,4.0,0.0,0.0,0.0
1606,10,13,7,3,1,1,1,1.950217,5.0,0.0,0.0,0.0
1607,10,13,7,1,1,1,0,2.133655,6.0,0.0,0.0,0.0
1608,10,13,7,2,1,1,1,4.983805,7.0,0.0,0.0,0.0
1609,10,13,7,4,1,1,2,0.0,0.0,0.0,0.0,0.0
1610,10,13,4,2,2,1,1,15.51223,1.0,0.0,0.0,0.0
1611,10,13,4,1,2,1,0,13.16824,2.0,0.0,0.0,0.0
1612,10,13,4,1,2,1,0,13.98464,3.0,0.0,0.0,0.0
1613,10,13,4,1,2,1,0,15.51768,4.0,0.0,0.0,0.0
1614,10,13,4,1,2,1,0,16.88507,5.0,0.0,0.0,0.0
1615,10,13,4,1,2,1,1,10.21633,6.0,0.0,0.0,0.0
1616,10,13,4,3,2,1,1,5.933442,7.0,0.0,0.0,0.0
1617,10,13,4,0,2,1,1,13.85082,8.0,0.0,0.0,0.0
1618,10,13,4,2,2,1,1,6.883794,9.0,0.0,0.0,0.0
1619,10,13,4,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1620,10,13,5,2,2,1,1,8.039805,1.0,0.0,0.0,0.0
1621,10,13,5,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1622,10,13,9,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1623,8,11,4,3,0,1,1,11.91531,1.0,0.0,0.0,0.0
1624,8,11,4,1,0,1,1,15.91724,2.0,0.0,0.0,0.0
1625,8,11,4,2,0,1,1,14.80104,3.0,0.0,0.0,0.0
1626,8,11,4,0,0,1,0,4.4,4.0,0.0,0.0,0.0
1627,8,11,4,0,0,1,0,4.4,5.0,0.0,0.0,0.0
1628,8,11,4,0,0,1,0,4.4,6.0,0.0,0.0,0.0
1629,8,11,4,0,0,1,0,4.4,7.0,0.0,0.0,0.0
1630,8,11,4,0,0,1,1,4.4,8.0,0.0,0.0,0.0
1631,8,11,4,4,0,1,2,0.0,0.0,0.0,0.0,0.0
1632,8,11,5,1,0,1,0,0.0,1.0,0.0,0.0,0.0
1633,8,11,5,2,0,1,0,1.583393,2.0,0.0,0.0,0.0
1634,8,11,5,1,0,1,0,11.31715,3.0,0.0,0.0,0.0
1635,8,11,5,2,0,1,0,11.31715,4.0,0.0,0.0,0.0
1636,8,11,5,4,0,1,2,0.0,0.0,0.0,0.0,0.0
1637,8,11,9,4,0,1,2,0.0,0.0,0.0,0.0,0.0
1638,8,11,8,3,0,0,1,16.53968,1.0,0.0,0.0,0.0
1639,8,11,8,1,0,0,1,10.41705,2.0,0.0,0.0,0.0
1640,8,11,8,1,0,0,0,6.866414,3.0,0.0,0.0,0.0
1641,8,11,8,2,0,0,0,7.600048,4.0,0.0,0.0,0.0
1642,8,11,8,0,0,0,0,8.083362,5.0,0.0,0.0,0.0
1643,8,11,8,0,0,0,0,8.684057,6.0,0.0,0.0,0.0
1644,8,11,8,2,0,0,0,9.100213,7.0,0.0,0.0,0.0
1645,8,11,8,1,0,0,0,13.00038,8.0,0.0,0.0,0.0
1646,8,11,8,2,0,0,1,14.05067,9.0,0.0,0.0,0.0
1647,8,11,8,0,0,0,1,10.91653,10.0,0.0,0.0,0.0
1648,8,11,8,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1649,8,11,0,0,0,0,0,0.7839043,1.0,0.0,0.0,0.0
1650,8,11,0,0,0,0,0,2.050752,2.0,0.0,0.0,0.0
1651,8,11,0,0,0,0,1,3.167567,3.0,0.0,0.0,0.0
1652,8,11,0,0,0,0,1,0.3335001,4.0,0.0,0.0,0.0
1653,8,11,0,1,0,0,0,0.5000728,5.0,0.0,0.0,0.0
1654,8,11,0,1,0,0,1,1.200054,6.0,0.0,0.0,0.0
1655,8,11,0,1,0,0,0,1.200054,7.0,0.0,0.0,0.0
1656,8,11,0,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1657,8,11,9,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1658,5,9,4,3,0,1,1,4.20146,1.0,0.0,0.0,0.0
1659,5,9,4,1,0,1,1,2.750362,2.0,0.0,0.0,0.0
1660,5,9,4,2,0,1,1,2.71692,3.0,0.0,0.0,0.0
1661,5,9,4,0,0,1,1,2.566897,4.0,0.0,0.0,0.0
1662,5,9,4,4,0,1,2,0.0,0.0,0.0,0.0,0.0
1663,5,9,5,3,0,1,1,9.844861,1.0,0.0,0.0,0.0
1664,5,9,5,1,0,1,1,0.1619151,2.0,0.0,0.0,0.0
1665,5,9,5,2,0,1,1,1.444785,3.0,0.0,0.0,0.0
1666,5,9,5,0,0,1,1,1.475273,4.0,0.0,0.0,0.0
1667,5,9,5,4,0,1,2,0.0,0.0,0.0,0.0,0.0
1668,5,9,6,3,0,1,1,3.678138,1.0,0.0,0.0,0.0
1669,5,9,6,1,0,1,1,1.550097,2.0,0.0,0.0,0.0
1670,5,9,6,2,0,1,1,2.599954,3.0,0.0,0.0,0.0
1671,5,9,6,0,0,1,1,2.166867,4.0,0.0,0.0,0.0
1672,5,9,6,4,0,1,2,0.0,0.0,0.0,0.0,0.0
1673,5,9,7,3,0,1,1,6.249249,1.0,0.0,0.0,0.0
1674,5,9,7,1,0,1,1,5.316921,2.0,0.0,0.0,0.0
1675,5,9,7,2,0,1,1,3.617203,3.0,0.0,0.0,0.0
1676,5,9,7,0,0,1,1,3.566904,4.0,0.0,0.0,0.0
1677,5,9,7,4,0,1,2,0.0,0.0,0.0,0.0,0.0
1678,5,9,4,2,1,1,1,2.390997,1.0,0.0,0.0,0.0
1679,5,9,4,1,1,1,1,1.54934,2.0,0.0,0.0,0.0
1680,5,9,4,3,1,1,1,1.883891,3.0,0.0,0.0,0.0
1681,5,9,4,0,1,1,1,1.133413,4.0,0.0,0.0,0.0
1682,5,9,4,4,1,1,2,0.0,0.0,0.0,0.0,0.0
1683,5,9,5,2,1,1,1,1.742708,1.0,0.0,0.0,0.0
1684,5,9,5,1,1,1,1,2.543473,2.0,0.0,0.0,0.0
1685,5,9,5,3,1,1,1,4.793488,3.0,0.0,0.0,0.0
1686,5,9,5,0,1,1,1,3.140055,4.0,0.0,0.0,0.0
1687,5,9,5,4,1,1,2,0.0,0.0,0.0,0.0,0.0
1688,5,9,6,0,1,1,1,1.518032,1.0,0.0,0.0,0.0
1689,5,9,6,2,1,1,1,1.233718,2.0,0.0,0.0,0.0
1690,5,9,6,1,1,1,1,1.200082,3.0,0.0,0.0,0.0
1691,5,9,6,3,1,1,1,1.116951,4.0,0.0,0.0,0.0
1692,5,9,6,4,1,1,2,0.0,0.0,0.0,0.0,0.0
1693,5,9,7,3,1,1,1,2.186727,1.0,0.0,0.0,0.0
1694,5,9,7,1,1,1,1,1.117186,2.0,0.0,0.0,0.0
1695,5,9,7,2,1,1,0,2.48357,3.0,0.0,0.0,0.0
1696,5,9,7,0,1,1,1,3.583817,4.0,0.0,0.0,0.0
1697,5,9,7,2,1,1,1,1.083358,5.0,0.0,0.0,0.0
1698,5,9,7,4,1,1,2,0.0,0.0,0.0,0.0,0.0
1699,5,9,4,3,2,1,1,5.945351,1.0,0.0,0.0,0.0
1700,5,9,4,1,2,1,1,1.516508,2.0,0.0,0.0,0.0
1701,5,9,4,2,2,1,1,2.633585,3.0,0.0,0.0,0.0
1702,5,9,4,0,2,1,1,0.9500179,4.0,0.0,0.0,0.0
1703,5,9,4,3,2,1,0,11.18388,5.0,0.0,0.0,0.0
1704,5,9,4,3,2,1,1,3.58306,6.0,0.0,0.0,0.0
1705,5,9,4,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1706,5,9,5,1,2,1,1,4.543665,1.0,0.0,0.0,0.0
1707,5,9,5,0,2,1,1,2.845648,2.0,0.0,0.0,0.0
1708,5,9,5,3,2,1,1,2.362165,3.0,0.0,0.0,0.0
1709,5,9,5,2,2,1,1,2.159392,4.0,0.0,0.0,0.0
1710,5,9,5,1,2,1,1,2.750876,5.0,0.0,0.0,0.0
1711,5,9,5,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1712,5,9,6,3,2,1,1,1.676829,1.0,0.0,0.0,0.0
1713,5,9,6,1,2,1,1,8.817607,2.0,0.0,0.0,0.0
1714,5,9,6,0,2,1,1,3.382978,3.0,0.0,0.0,0.0
1715,5,9,6,0,2,1,0,0.0,4.0,0.0,0.0,0.0
1716,5,9,6,2,2,1,1,8.017594,5.0,0.0,0.0,0.0
1717,5,9,6,1,2,1,0,0.0,6.0,0.0,0.0,0.0
1718,5,9,6,1,2,1,0,0.0,7.0,0.0,0.0,0.0
1719,5,9,6,3,2,1,1,3.250237,8.0,0.0,0.0,0.0
1720,5,9,6,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1721,5,9,7,3,2,1,1,6.228675,1.0,0.0,0.0,0.0
1722,5,9,7,0,2,1,1,9.316837,2.0,0.0,0.0,0.0
1723,5,9,7,1,2,1,1,4.666852,3.0,0.0,0.0,0.0
1724,5,9,7,0,2,1,1,3.283505,4.0,0.0,0.0,0.0
1725,5,9,7,1,2,1,1,3.683359,5.0,0.0,0.0,0.0
1726,5,9,7,4,2,1,2,0.0,0.0,0.0,0.0,0.0
1727,5,9,9,4,3,1,2,0.0,0.0,0.0,0.0,0.0
1728,5,9,8,3,0,0,1,3.341481,1.0,0.0,0.0,0.0
1729,5,9,8,1,0,0,1,2.750356,2.0,0.0,0.0,0.0
1730,5,9,8,2,0,0,1,2.650007,3.0,0.0,0.0,0.0
1731,5,9,8,0,0,0,1,2.315949,4.0,0.0,0.0,0.0
1732,5,9,8,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1733,5,9,0,3,0,0,1,2.321172,1.0,0.0,0.0,0.0
1734,5,9,0,2,0,0,1,3.266872,2.0,0.0,0.0,0.0
1735,5,9,0,2,0,0,1,2.23339,3.0,0.0,0.0,0.0
1736,5,9,0,0,0,0,1,1.733605,4.0,0.0,0.0,0.0
1737,5,9,0,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1738,5,9,2,0,0,0,1,2.939172,1.0,0.0,0.0,0.0
1739,5,9,2,3,0,0,1,2.716542,2.0,0.0,0.0,0.0
1740,5,9,2,3,0,0,1,2.750278,3.0,0.0,0.0,0.0
1741,5,9,2,3,0,0,1,1.500035,4.0,0.0,0.0,0.0
1742,5,9,2,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1743,5,9,3,0,0,0,1,1.333826,1.0,0.0,0.0,0.0
1744,5,9,3,3,0,0,1,2.300217,2.0,0.0,0.0,0.0
1745,5,9,3,2,0,0,1,1.633466,3.0,0.0,0.0,0.0
1746,5,9,3,2,0,0,1,1.433612,4.0,0.0,0.0,0.0
1747,5,9,3,4,0,0,2,0.0,0.0,0.0,0.0,0.0
1748,5,9,1,1,0,0,1,8.733817,1.0,0.0,0.0,0.0
1749,5,9,1,1,0,0,1,1.733538,2.0,0.0,0.0,0.0
